原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
ཕྱུངས,藏文字符,,,ཕ,ྱ,,ུ,ང,ས
ཕྱུབས,藏文字符,,,ཕ,ྱ,,ུ,བ,ས
ཕྱུམས,藏文字符,,,ཕ,ྱ,,ུ,མ,ས
ཕྱེགས,藏文字符,,,ཕ,ྱ,,ེ,ག,ས
ཕྱེངས,藏文字符,,,ཕ,ྱ,,ེ,ང,ས
ཕྱེབས,藏文字符,,,ཕ,ྱ,,ེ,བ,ས
ཕྱེམས,藏文字符,,,ཕ,ྱ,,ེ,མ,ས
ཕྱོགས,藏文字符,,,ཕ,ྱ,,ོ,ག,ས
ཕྱོངས,藏文字符,,,ཕ,ྱ,,ོ,ང,ས
ཕྱོབས,藏文字符,,,ཕ,ྱ,,ོ,བ,ས
ཕྱོམས,藏文字符,,,ཕ,ྱ,,ོ,མ,ས
བྱགས,藏文字符,,,བ,ྱ,,,ག,ས
བྱངས,藏文字符,,,བ,ྱ,,,ང,ས
བྱབས,藏文字符,,,བ,ྱ,,,བ,ས
བྱམས,藏文字符,,,བ,ྱ,,,མ,ས
བྱིགས,藏文字符,,,བ,ྱ,,ི,ག,ས
བྱིངས,藏文字符,,,བ,ྱ,,ི,ང,ས
བྱིབས,藏文字符,,,བ,ྱ,,ི,བ,ས
བྱིམས,藏文字符,,,བ,ྱ,,ི,མ,ས
བྱུགས,藏文字符,,,བ,ྱ,,ུ,ག,ས
བྱུངས,藏文字符,,,བ,ྱ,,ུ,ང,ས
བྱུབས,藏文字符,,,བ,ྱ,,ུ,བ,ས
བྱུམས,藏文字符,,,བ,ྱ,,ུ,མ,ས
བྱེགས,藏文字符,,,བ,ྱ,,ེ,ག,ས
བྱེངས,藏文字符,,,བ,ྱ,,ེ,ང,ས
བྱེབས,藏文字符,,,བ,ྱ,,ེ,བ,ས
བྱེམས,藏文字符,,,བ,ྱ,,ེ,མ,ས
བྱོགས,藏文字符,,,བ,ྱ,,ོ,ག,ས
བྱོངས,藏文字符,,,བ,ྱ,,ོ,ང,ས
བྱོབས,藏文字符,,,བ,ྱ,,ོ,བ,ས
བྱོམས,藏文字符,,,བ,ྱ,,ོ,མ,ས
མྱགས,藏文字符,,,མ,ྱ,,,ག,ས
མྱངས,藏文字符,,,མ,ྱ,,,ང,ས
མྱབས,藏文字符,,,མ,ྱ,,,བ,ས
མྱམས,藏文字符,,,མ,ྱ,,,མ,ས
མྱིགས,藏文字符,,,མ,ྱ,,ི,ག,ས
མྱིངས,藏文字符,,,མ,ྱ,,ི,ང,ས
མྱིབས,藏文字符,,,མ,ྱ,,ི,བ,ས
མྱིམས,藏文字符,,,མ,ྱ,,ི,མ,ས
མྱུགས,藏文字符,,,མ,ྱ,,ུ,ག,ས
མྱུངས,藏文字符,,,མ,ྱ,,ུ,ང,ས
མྱུབས,藏文字符,,,མ,ྱ,,ུ,བ,ས
མྱུམས,藏文字符,,,མ,ྱ,,ུ,མ,ས
མྱེགས,藏文字符,,,མ,ྱ,,ེ,ག,ས
མྱེངས,藏文字符,,,མ,ྱ,,ེ,ང,ས
མྱེབས,藏文字符,,,མ,ྱ,,ེ,བ,ས
མྱེམས,藏文字符,,,མ,ྱ,,ེ,མ,ས
མྱོགས,藏文字符,,,མ,ྱ,,ོ,ག,ས
མྱོངས,藏文字符,,,མ,ྱ,,ོ,ང,ས
མྱོབས,藏文字符,,,མ,ྱ,,ོ,བ,ས
མྱོམས,藏文字符,,,མ,ྱ,,ོ,མ,ས
ཀྲགས,藏文字符,,,ཀ,ྲ,,,ག,ས
ཀྲངས,藏文字符,,,ཀ,ྲ,,,ང,ས
ཀྲབས,藏文字符,,,ཀ,ྲ,,,བ,ས
ཀྲམས,藏文字符,,,ཀ,ྲ,,,མ,ས
ཀྲིགས,藏文字符,,,ཀ,ྲ,,ི,ག,ས
ཀྲིངས,藏文字符,,,ཀ,ྲ,,ི,ང,ས
ཀྲིབས,藏文字符,,,ཀ,ྲ,,ི,བ,ས
ཀྲིམས,藏文字符,,,ཀ,ྲ,,ི,མ,ས
ཀྲུགས,藏文字符,,,ཀ,ྲ,,ུ,ག,ས
ཀྲུངས,藏文字符,,,ཀ,ྲ,,ུ,ང,ས
ཀྲུབས,藏文字符,,,ཀ,ྲ,,ུ,བ,ས
ཀྲུམས,藏文字符,,,ཀ,ྲ,,ུ,མ,ས
ཀྲེགས,藏文字符,,,ཀ,ྲ,,ེ,ག,ས
ཀྲེངས,藏文字符,,,ཀ,ྲ,,ེ,ང,ས
ཀྲེབས,藏文字符,,,ཀ,ྲ,,ེ,བ,ས
ཀྲེམས,藏文字符,,,ཀ,ྲ,,ེ,མ,ས
ཀྲོགས,藏文字符,,,ཀ,ྲ,,ོ,ག,ས
ཀྲོངས,藏文字符,,,ཀ,ྲ,,ོ,ང,ས
ཀྲོབས,藏文字符,,,ཀ,ྲ,,ོ,བ,ས
ཀྲོམས,藏文字符,,,ཀ,ྲ,,ོ,མ,ས
ཁྲགས,藏文字符,,,ཁ,ྲ,,,ག,ས
ཁྲངས,藏文字符,,,ཁ,ྲ,,,ང,ས
ཁྲབས,藏文字符,,,ཁ,ྲ,,,བ,ས
ཁྲམས,藏文字符,,,ཁ,ྲ,,,མ,ས
ཁྲིགས,藏文字符,,,ཁ,ྲ,,ི,ག,ས
ཁྲིངས,藏文字符,,,ཁ,ྲ,,ི,ང,ས
ཁྲིབས,藏文字符,,,ཁ,ྲ,,ི,བ,ས
ཁྲིམས,藏文字符,,,ཁ,ྲ,,ི,མ,ས
ཁྲུགས,藏文字符,,,ཁ,ྲ,,ུ,ག,ས
ཁྲུངས,藏文字符,,,ཁ,ྲ,,ུ,ང,ས
ཁྲུབས,藏文字符,,,ཁ,ྲ,,ུ,བ,ས
ཁྲུམས,藏文字符,,,ཁ,ྲ,,ུ,མ,ས
ཁྲེགས,藏文字符,,,ཁ,ྲ,,ེ,ག,ས
ཁྲེངས,藏文字符,,,ཁ,ྲ,,ེ,ང,ས
ཁྲེབས,藏文字符,,,ཁ,ྲ,,ེ,བ,ས
ཁྲེམས,藏文字符,,,ཁ,ྲ,,ེ,མ,ས
ཁྲོགས,藏文字符,,,ཁ,ྲ,,ོ,ག,ས
ཁྲོངས,藏文字符,,,ཁ,ྲ,,ོ,ང,ས
ཁྲོབས,藏文字符,,,ཁ,ྲ,,ོ,བ,ས
ཁྲོམས,藏文字符,,,ཁ,ྲ,,ོ,མ,ས
གྲགས,藏文字符,,,ག,ྲ,,,ག,ས
གྲངས,藏文字符,,,ག,ྲ,,,ང,ས
གྲབས,藏文字符,,,ག,ྲ,,,བ,ས
གྲམས,藏文字符,,,ག,ྲ,,,མ,ས
གྲིགས,藏文字符,,,ག,ྲ,,ི,ག,ས
གྲིངས,藏文字符,,,ག,ྲ,,ི,ང,ས
གྲིབས,藏文字符,,,ག,ྲ,,ི,བ,ས
གྲིམས,藏文字符,,,ག,ྲ,,ི,མ,ས
གྲུགས,藏文字符,,,ག,ྲ,,ུ,ག,ས
གྲུངས,藏文字符,,,ག,ྲ,,ུ,ང,ས
གྲུབས,藏文字符,,,ག,ྲ,,ུ,བ,ས
གྲུམས,藏文字符,,,ག,ྲ,,ུ,མ,ས
གྲེགས,藏文字符,,,ག,ྲ,,ེ,ག,ས
གྲེངས,藏文字符,,,ག,ྲ,,ེ,ང,ས
གྲེབས,藏文字符,,,ག,ྲ,,ེ,བ,ས
གྲེམས,藏文字符,,,ག,ྲ,,ེ,མ,ས
གྲོགས,藏文字符,,,ག,ྲ,,ོ,ག,ས
གྲོངས,藏文字符,,,ག,ྲ,,ོ,ང,ས
གྲོབས,藏文字符,,,ག,ྲ,,ོ,བ,ས
གྲོམས,藏文字符,,,ག,ྲ,,ོ,མ,ས
ཏྲགས,藏文字符,,,ཏ,ྲ,,,ག,ས
ཏྲངས,藏文字符,,,ཏ,ྲ,,,ང,ས
ཏྲབས,藏文字符,,,ཏ,ྲ,,,བ,ས
ཏྲམས,藏文字符,,,ཏ,ྲ,,,མ,ས
ཏྲིགས,藏文字符,,,ཏ,ྲ,,ི,ག,ས
ཏྲིངས,藏文字符,,,ཏ,ྲ,,ི,ང,ས
ཏྲིབས,藏文字符,,,ཏ,ྲ,,ི,བ,ས
ཏྲིམས,藏文字符,,,ཏ,ྲ,,ི,མ,ས
ཏྲུགས,藏文字符,,,ཏ,ྲ,,ུ,ག,ས
ཏྲུངས,藏文字符,,,ཏ,ྲ,,ུ,ང,ས
ཏྲུབས,藏文字符,,,ཏ,ྲ,,ུ,བ,ས
ཏྲུམས,藏文字符,,,ཏ,ྲ,,ུ,མ,ས
ཏྲེགས,藏文字符,,,ཏ,ྲ,,ེ,ག,ས
ཏྲེངས,藏文字符,,,ཏ,ྲ,,ེ,ང,ས
ཏྲེབས,藏文字符,,,ཏ,ྲ,,ེ,བ,ས
ཏྲེམས,藏文字符,,,ཏ,ྲ,,ེ,མ,ས
ཏྲོགས,藏文字符,,,ཏ,ྲ,,ོ,ག,ས
ཏྲོངས,藏文字符,,,ཏ,ྲ,,ོ,ང,ས
ཏྲོབས,藏文字符,,,ཏ,ྲ,,ོ,བ,ས
ཏྲོམས,藏文字符,,,ཏ,ྲ,,ོ,མ,ས
ཐྲགས,藏文字符,,,ཐ,ྲ,,,ག,ས
ཐྲངས,藏文字符,,,ཐ,ྲ,,,ང,ས
ཐྲབས,藏文字符,,,ཐ,ྲ,,,བ,ས
ཐྲམས,藏文字符,,,ཐ,ྲ,,,མ,ས
ཐྲིགས,藏文字符,,,ཐ,ྲ,,ི,ག,ས
ཐྲིངས,藏文字符,,,ཐ,ྲ,,ི,ང,ས
ཐྲིབས,藏文字符,,,ཐ,ྲ,,ི,བ,ས
ཐྲིམས,藏文字符,,,ཐ,ྲ,,ི,མ,ས
ཐྲུགས,藏文字符,,,ཐ,ྲ,,ུ,ག,ས
ཐྲུངས,藏文字符,,,ཐ,ྲ,,ུ,ང,ས
ཐྲུབས,藏文字符,,,ཐ,ྲ,,ུ,བ,ས
ཐྲུམས,藏文字符,,,ཐ,ྲ,,ུ,མ,ས
ཐྲེགས,藏文字符,,,ཐ,ྲ,,ེ,ག,ས
ཐྲེངས,藏文字符,,,ཐ,ྲ,,ེ,ང,ས
ཐྲེབས,藏文字符,,,ཐ,ྲ,,ེ,བ,ས
ཐྲེམས,藏文字符,,,ཐ,ྲ,,ེ,མ,ས
ཐྲོགས,藏文字符,,,ཐ,ྲ,,ོ,ག,ས
ཐྲོངས,藏文字符,,,ཐ,ྲ,,ོ,ང,ས
ཐྲོབས,藏文字符,,,ཐ,ྲ,,ོ,བ,ས
ཐྲོམས,藏文字符,,,ཐ,ྲ,,ོ,མ,ས
དྲགས,藏文字符,,,ད,ྲ,,,ག,ས
དྲངས,藏文字符,,,ད,ྲ,,,ང,ས
དྲབས,藏文字符,,,ད,ྲ,,,བ,ས
དྲམས,藏文字符,,,ད,ྲ,,,མ,ས
དྲིགས,藏文字符,,,ད,ྲ,,ི,ག,ས
དྲིངས,藏文字符,,,ད,ྲ,,ི,ང,ས
དྲིབས,藏文字符,,,ད,ྲ,,ི,བ,ས
དྲིམས,藏文字符,,,ད,ྲ,,ི,མ,ས
དྲུགས,藏文字符,,,ད,ྲ,,ུ,ག,ས
དྲུངས,藏文字符,,,ད,ྲ,,ུ,ང,ས
དྲུབས,藏文字符,,,ད,ྲ,,ུ,བ,ས
དྲུམས,藏文字符,,,ད,ྲ,,ུ,མ,ས
དྲེགས,藏文字符,,,ད,ྲ,,ེ,ག,ས
དྲེངས,藏文字符,,,ད,ྲ,,ེ,ང,ས
དྲེབས,藏文字符,,,ད,ྲ,,ེ,བ,ས
དྲེམས,藏文字符,,,ད,ྲ,,ེ,མ,ས
དྲོགས,藏文字符,,,ད,ྲ,,ོ,ག,ས
དྲོངས,藏文字符,,,ད,ྲ,,ོ,ང,ས
དྲོབས,藏文字符,,,ད,ྲ,,ོ,བ,ས
དྲོམས,藏文字符,,,ད,ྲ,,ོ,མ,ས
པྲགས,藏文字符,,,པ,ྲ,,,ག,ས
པྲངས,藏文字符,,,པ,ྲ,,,ང,ས
པྲབས,藏文字符,,,པ,ྲ,,,བ,ས
པྲམས,藏文字符,,,པ,ྲ,,,མ,ས
པྲིགས,藏文字符,,,པ,ྲ,,ི,ག,ས
པྲིངས,藏文字符,,,པ,ྲ,,ི,ང,ས
པྲིབས,藏文字符,,,པ,ྲ,,ི,བ,ས
པྲིམས,藏文字符,,,པ,ྲ,,ི,མ,ས
པྲུགས,藏文字符,,,པ,ྲ,,ུ,ག,ས
པྲུངས,藏文字符,,,པ,ྲ,,ུ,ང,ས
པྲུབས,藏文字符,,,པ,ྲ,,ུ,བ,ས
པྲུམས,藏文字符,,,པ,ྲ,,ུ,མ,ས
པྲེགས,藏文字符,,,པ,ྲ,,ེ,ག,ས
པྲེངས,藏文字符,,,པ,ྲ,,ེ,ང,ས
པྲེབས,藏文字符,,,པ,ྲ,,ེ,བ,ས
པྲེམས,藏文字符,,,པ,ྲ,,ེ,མ,ས
པྲོགས,藏文字符,,,པ,ྲ,,ོ,ག,ས
པྲོངས,藏文字符,,,པ,ྲ,,ོ,ང,ས
པྲོབས,藏文字符,,,པ,ྲ,,ོ,བ,ས
པྲོམས,藏文字符,,,པ,ྲ,,ོ,མ,ས
ཕྲགས,藏文字符,,,ཕ,ྲ,,,ག,ས
ཕྲངས,藏文字符,,,ཕ,ྲ,,,ང,ས
ཕྲབས,藏文字符,,,ཕ,ྲ,,,བ,ས
ཕྲམས,藏文字符,,,ཕ,ྲ,,,མ,ས
ཕྲིགས,藏文字符,,,ཕ,ྲ,,ི,ག,ས
ཕྲིངས,藏文字符,,,ཕ,ྲ,,ི,ང,ས
ཕྲིབས,藏文字符,,,ཕ,ྲ,,ི,བ,ས
ཕྲིམས,藏文字符,,,ཕ,ྲ,,ི,མ,ས
ཕྲུགས,藏文字符,,,ཕ,ྲ,,ུ,ག,ས
ཕྲུངས,藏文字符,,,ཕ,ྲ,,ུ,ང,ས
ཕྲུབས,藏文字符,,,ཕ,ྲ,,ུ,བ,ས
ཕྲུམས,藏文字符,,,ཕ,ྲ,,ུ,མ,ས
ཕྲེགས,藏文字符,,,ཕ,ྲ,,ེ,ག,ས
ཕྲེངས,藏文字符,,,ཕ,ྲ,,ེ,ང,ས
ཕྲེབས,藏文字符,,,ཕ,ྲ,,ེ,བ,ས
ཕྲེམས,藏文字符,,,ཕ,ྲ,,ེ,མ,ས
ཕྲོགས,藏文字符,,,ཕ,ྲ,,ོ,ག,ས
ཕྲོངས,藏文字符,,,ཕ,ྲ,,ོ,ང,ས
ཕྲོབས,藏文字符,,,ཕ,ྲ,,ོ,བ,ས
ཕྲོམས,藏文字符,,,ཕ,ྲ,,ོ,མ,ས
བྲགས,藏文字符,,,བ,ྲ,,,ག,ས
བྲངས,藏文字符,,,བ,ྲ,,,ང,ས
བྲབས,藏文字符,,,བ,ྲ,,,བ,ས
བྲམས,藏文字符,,,བ,ྲ,,,མ,ས
བྲིགས,藏文字符,,,བ,ྲ,,ི,ག,ས
བྲིངས,藏文字符,,,བ,ྲ,,ི,ང,ས
བྲིབས,藏文字符,,,བ,ྲ,,ི,བ,ས
བྲིམས,藏文字符,,,བ,ྲ,,ི,མ,ས
བྲུགས,藏文字符,,,བ,ྲ,,ུ,ག,ས
བྲུངས,藏文字符,,,བ,ྲ,,ུ,ང,ས
བྲུབས,藏文字符,,,བ,ྲ,,ུ,བ,ས
བྲུམས,藏文字符,,,བ,ྲ,,ུ,མ,ས
བྲེགས,藏文字符,,,བ,ྲ,,ེ,ག,ས
བྲེངས,藏文字符,,,བ,ྲ,,ེ,ང,ས
བྲེབས,藏文字符,,,བ,ྲ,,ེ,བ,ས
བྲེམས,藏文字符,,,བ,ྲ,,ེ,མ,ས
བྲོགས,藏文字符,,,བ,ྲ,,ོ,ག,ས
བྲོངས,藏文字符,,,བ,ྲ,,ོ,ང,ས
བྲོབས,藏文字符,,,བ,ྲ,,ོ,བ,ས
བྲོམས,藏文字符,,,བ,ྲ,,ོ,མ,ས
སྲགས,藏文字符,,,ས,ྲ,,,ག,ས
སྲངས,藏文字符,,,ས,ྲ,,,ང,ས
སྲབས,藏文字符,,,ས,ྲ,,,བ,ས
སྲམས,藏文字符,,,ས,ྲ,,,མ,ས
སྲིགས,藏文字符,,,ས,ྲ,,ི,ག,ས
སྲིངས,藏文字符,,,ས,ྲ,,ི,ང,ས
སྲིབས,藏文字符,,,ས,ྲ,,ི,བ,ས
སྲིམས,藏文字符,,,ས,ྲ,,ི,མ,ས
སྲུགས,藏文字符,,,ས,ྲ,,ུ,ག,ས
སྲུངས,藏文字符,,,ས,ྲ,,ུ,ང,ས
སྲུབས,藏文字符,,,ས,ྲ,,ུ,བ,ས
སྲུམས,藏文字符,,,ས,ྲ,,ུ,མ,ས
སྲེགས,藏文字符,,,ས,ྲ,,ེ,ག,ས
སྲེངས,藏文字符,,,ས,ྲ,,ེ,ང,ས
སྲེབས,藏文字符,,,ས,ྲ,,ེ,བ,ས
སྲེམས,藏文字符,,,ས,ྲ,,ེ,མ,ས
སྲོགས,藏文字符,,,ས,ྲ,,ོ,ག,ས
སྲོངས,藏文字符,,,ས,ྲ,,ོ,ང,ས
སྲོབས,藏文字符,,,ས,ྲ,,ོ,བ,ས
སྲོམས,藏文字符,,,ས,ྲ,,ོ,མ,ས
ཧྲགས,藏文字符,,,ཧ,ྲ,,,ག,ས
ཧྲངས,藏文字符,,,ཧ,ྲ,,,ང,ས
ཧྲབས,藏文字符,,,ཧ,ྲ,,,བ,ས
ཧྲམས,藏文字符,,,ཧ,ྲ,,,མ,ས
ཧྲིགས,藏文字符,,,ཧ,ྲ,,ི,ག,ས
ཧྲིངས,藏文字符,,,ཧ,ྲ,,ི,ང,ས
ཧྲིབས,藏文字符,,,ཧ,ྲ,,ི,བ,ས
ཧྲིམས,藏文字符,,,ཧ,ྲ,,ི,མ,ས
ཧྲུགས,藏文字符,,,ཧ,ྲ,,ུ,ག,ས
ཧྲུངས,藏文字符,,,ཧ,ྲ,,ུ,ང,ས
ཧྲུབས,藏文字符,,,ཧ,ྲ,,ུ,བ,ས
ཧྲུམས,藏文字符,,,ཧ,ྲ,,ུ,མ,ས
ཧྲེགས,藏文字符,,,ཧ,ྲ,,ེ,ག,ས
ཧྲེངས,藏文字符,,,ཧ,ྲ,,ེ,ང,ས
ཧྲེབས,藏文字符,,,ཧ,ྲ,,ེ,བ,ས
ཧྲེམས,藏文字符,,,ཧ,ྲ,,ེ,མ,ས
ཧྲོགས,藏文字符,,,ཧ,ྲ,,ོ,ག,ས
ཧྲོངས,藏文字符,,,ཧ,ྲ,,ོ,ང,ས
ཧྲོབས,藏文字符,,,ཧ,ྲ,,ོ,བ,ས
ཧྲོམས,藏文字符,,,ཧ,ྲ,,ོ,མ,ས
ཀླགས,藏文字符,,,ཀ,ླ,,,ག,ས
ཀླངས,藏文字符,,,ཀ,ླ,,,ང,ས
ཀླབས,藏文字符,,,ཀ,ླ,,,བ,ས
ཀླམས,藏文字符,,,ཀ,ླ,,,མ,ས
ཀླིགས,藏文字符,,,ཀ,ླ,,ི,ག,ས
ཀླིངས,藏文字符,,,ཀ,ླ,,ི,ང,ས
ཀླིབས,藏文字符,,,ཀ,ླ,,ི,བ,ས
ཀླིམས,藏文字符,,,ཀ,ླ,,ི,མ,ས
ཀླུགས,藏文字符,,,ཀ,ླ,,ུ,ག,ས
ཀླུངས,藏文字符,,,ཀ,ླ,,ུ,ང,ས
ཀླུབས,藏文字符,,,ཀ,ླ,,ུ,བ,ས
ཀླུམས,藏文字符,,,ཀ,ླ,,ུ,མ,ས
ཀླེགས,藏文字符,,,ཀ,ླ,,ེ,ག,ས
ཀླེངས,藏文字符,,,ཀ,ླ,,ེ,ང,ས
ཀླེབས,藏文字符,,,ཀ,ླ,,ེ,བ,ས
ཀླེམས,藏文字符,,,ཀ,ླ,,ེ,མ,ས
ཀློགས,藏文字符,,,ཀ,ླ,,ོ,ག,ས
ཀློངས,藏文字符,,,ཀ,ླ,,ོ,ང,ས
ཀློབས,藏文字符,,,ཀ,ླ,,ོ,བ,ས
ཀློམས,藏文字符,,,ཀ,ླ,,ོ,མ,ས
གླགས,藏文字符,,,ག,ླ,,,ག,ས
གླངས,藏文字符,,,ག,ླ,,,ང,ས
གླབས,藏文字符,,,ག,ླ,,,བ,ས
གླམས,藏文字符,,,ག,ླ,,,མ,ས
གླིགས,藏文字符,,,ག,ླ,,ི,ག,ས
གླིངས,藏文字符,,,ག,ླ,,ི,ང,ས
གླིབས,藏文字符,,,ག,ླ,,ི,བ,ས
གླིམས,藏文字符,,,ག,ླ,,ི,མ,ས
གླུགས,藏文字符,,,ག,ླ,,ུ,ག,ས
གླུངས,藏文字符,,,ག,ླ,,ུ,ང,ས
གླུབས,藏文字符,,,ག,ླ,,ུ,བ,ས
གླུམས,藏文字符,,,ག,ླ,,ུ,མ,ས
གླེགས,藏文字符,,,ག,ླ,,ེ,ག,ས
གླེངས,藏文字符,,,ག,ླ,,ེ,ང,ས
གླེབས,藏文字符,,,ག,ླ,,ེ,བ,ས
གླེམས,藏文字符,,,ག,ླ,,ེ,མ,ས
གློགས,藏文字符,,,ག,ླ,,ོ,ག,ས
གློངས,藏文字符,,,ག,ླ,,ོ,ང,ས
གློབས,藏文字符,,,ག,ླ,,ོ,བ,ས
གློམས,藏文字符,,,ག,ླ,,ོ,མ,ས
བླགས,藏文字符,,,བ,ླ,,,ག,ས
བླངས,藏文字符,,,བ,ླ,,,ང,ས
བླབས,藏文字符,,,བ,ླ,,,བ,ས
བླམས,藏文字符,,,བ,ླ,,,མ,ས
བླིགས,藏文字符,,,བ,ླ,,ི,ག,ས
བླིངས,藏文字符,,,བ,ླ,,ི,ང,ས
བླིབས,藏文字符,,,བ,ླ,,ི,བ,ས
བླིམས,藏文字符,,,བ,ླ,,ི,མ,ས
བླུགས,藏文字符,,,བ,ླ,,ུ,ག,ས
བླུངས,藏文字符,,,བ,ླ,,ུ,ང,ས
བླུབས,藏文字符,,,བ,ླ,,ུ,བ,ས
བླུམས,藏文字符,,,བ,ླ,,ུ,མ,ས
བླེགས,藏文字符,,,བ,ླ,,ེ,ག,ས
བླེངས,藏文字符,,,བ,ླ,,ེ,ང,ས
བླེབས,藏文字符,,,བ,ླ,,ེ,བ,ས
བླེམས,藏文字符,,,བ,ླ,,ེ,མ,ས
བློགས,藏文字符,,,བ,ླ,,ོ,ག,ས
བློངས,藏文字符,,,བ,ླ,,ོ,ང,ས
བློབས,藏文字符,,,བ,ླ,,ོ,བ,ས
བློམས,藏文字符,,,བ,ླ,,ོ,མ,ས
ཟླགས,藏文字符,,,ཟ,ླ,,,ག,ས
ཟླངས,藏文字符,,,ཟ,ླ,,,ང,ས
ཟླབས,藏文字符,,,ཟ,ླ,,,བ,ས
ཟླམས,藏文字符,,,ཟ,ླ,,,མ,ས
ཟླིགས,藏文字符,,,ཟ,ླ,,ི,ག,ས
ཟླིངས,藏文字符,,,ཟ,ླ,,ི,ང,ས
ཟླིབས,藏文字符,,,ཟ,ླ,,ི,བ,ས
ཟླིམས,藏文字符,,,ཟ,ླ,,ི,མ,ས
ཟླུགས,藏文字符,,,ཟ,ླ,,ུ,ག,ས
ཟླུངས,藏文字符,,,ཟ,ླ,,ུ,ང,ས
ཟླུབས,藏文字符,,,ཟ,ླ,,ུ,བ,ས
ཟླུམས,藏文字符,,,ཟ,ླ,,ུ,མ,ས
ཟླེགས,藏文字符,,,ཟ,ླ,,ེ,ག,ས
ཟླེངས,藏文字符,,,ཟ,ླ,,ེ,ང,ས
ཟླེབས,藏文字符,,,ཟ,ླ,,ེ,བ,ས
ཟླེམས,藏文字符,,,ཟ,ླ,,ེ,མ,ས
ཟློགས,藏文字符,,,ཟ,ླ,,ོ,ག,ས
ཟློངས,藏文字符,,,ཟ,ླ,,ོ,ང,ས
ཟློབས,藏文字符,,,ཟ,ླ,,ོ,བ,ས
ཟློམས,藏文字符,,,ཟ,ླ,,ོ,མ,ས
རླགས,藏文字符,,,ར,ླ,,,ག,ས
རླངས,藏文字符,,,ར,ླ,,,ང,ས
རླབས,藏文字符,,,ར,ླ,,,བ,ས
རླམས,藏文字符,,,ར,ླ,,,མ,ས
རླིགས,藏文字符,,,ར,ླ,,ི,ག,ས
རླིངས,藏文字符,,,ར,ླ,,ི,ང,ས
རླིབས,藏文字符,,,ར,ླ,,ི,བ,ས
རླིམས,藏文字符,,,ར,ླ,,ི,མ,ས
རླུགས,藏文字符,,,ར,ླ,,ུ,ག,ས
རླུངས,藏文字符,,,ར,ླ,,ུ,ང,ས
རླུབས,藏文字符,,,ར,ླ,,ུ,བ,ས
རླུམས,藏文字符,,,ར,ླ,,ུ,མ,ས
རླེགས,藏文字符,,,ར,ླ,,ེ,ག,ས
རླེངས,藏文字符,,,ར,ླ,,ེ,ང,ས
རླེབས,藏文字符,,,ར,ླ,,ེ,བ,ས
རླེམས,藏文字符,,,ར,ླ,,ེ,མ,ས
རློགས,藏文字符,,,ར,ླ,,ོ,ག,ས
རློངས,藏文字符,,,ར,ླ,,ོ,ང,ས
རློབས,藏文字符,,,ར,ླ,,ོ,བ,ས
རློམས,藏文字符,,,ར,ླ,,ོ,མ,ས
སླགས,藏文字符,,,ས,ླ,,,ག,ས
སླངས,藏文字符,,,ས,ླ,,,ང,ས
སླབས,藏文字符,,,ས,ླ,,,བ,ས
སླམས,藏文字符,,,ས,ླ,,,མ,ས
སླིགས,藏文字符,,,ས,ླ,,ི,ག,ས
སླིངས,藏文字符,,,ས,ླ,,ི,ང,ས
སླིབས,藏文字符,,,ས,ླ,,ི,བ,ས
སླིམས,藏文字符,,,ས,ླ,,ི,མ,ས
སླུགས,藏文字符,,,ས,ླ,,ུ,ག,ས
སླུངས,藏文字符,,,ས,ླ,,ུ,ང,ས
སླུབས,藏文字符,,,ས,ླ,,ུ,བ,ས
སླུམས,藏文字符,,,ས,ླ,,ུ,མ,ས
སླེགས,藏文字符,,,ས,ླ,,ེ,ག,ས
སླེངས,藏文字符,,,ས,ླ,,ེ,ང,ས
སླེབས,藏文字符,,,ས,ླ,,ེ,བ,ས
སླེམས,藏文字符,,,ས,ླ,,ེ,མ,ས
སློགས,藏文字符,,,ས,ླ,,ོ,ག,ས
སློངས,藏文字符,,,ས,ླ,,ོ,ང,ས
སློབས,藏文字符,,,ས,ླ,,ོ,བ,ས
སློམས,藏文字符,,,ས,ླ,,ོ,མ,ས
རྐྱགས,藏文字符,,ར,ྐ,ྱ,,,ག,ས
རྐྱངས,藏文字符,,ར,ྐ,ྱ,,,ང,ས
རྐྱབས,藏文字符,,ར,ྐ,ྱ,,,བ,ས
རྐྱམས,藏文字符,,ར,ྐ,ྱ,,,མ,ས
རྐྱིགས,藏文字符,,ར,ྐ,ྱ,,ི,ག,ས
རྐྱིངས,藏文字符,,ར,ྐ,ྱ,,ི,ང,ས
རྐྱིབས,藏文字符,,ར,ྐ,ྱ,,ི,བ,ས
རྐྱིམས,藏文字符,,ར,ྐ,ྱ,,ི,མ,ས
རྐྱུགས,藏文字符,,ར,ྐ,ྱ,,ུ,ག,ས
རྐྱུངས,藏文字符,,ར,ྐ,ྱ,,ུ,ང,ས
རྐྱུབས,藏文字符,,ར,ྐ,ྱ,,ུ,བ,ས
རྐྱུམས,藏文字符,,ར,ྐ,ྱ,,ུ,མ,ས
རྐྱེགས,藏文字符,,ར,ྐ,ྱ,,ེ,ག,ས
རྐྱེངས,藏文字符,,ར,ྐ,ྱ,,ེ,ང,ས
རྐྱེབས,藏文字符,,ར,ྐ,ྱ,,ེ,བ,ས
རྐྱེམས,藏文字符,,ར,ྐ,ྱ,,ེ,མ,ས
